EndSimTime,1000.0
Number Of Queue,3
Size Of Queue,1000
Mean InterArrival time per Queue,5.0,10.0,20.0,
Service Time,10.0
Network Switching Time,3.0
Scheduling Policy,WFQ

Queue 0

QueueID,PacketID,ArriveQ,nsTime,ArriveServer,DepartServer,WaitingTime,ServiceTime,ResponseTime
0,0,0.0,0.0,0.0,24.677920924299727,0.0,24.677920924299727,24.677920924299727
0,1,7.275832406527303,3.0,45.929717639591466,54.31520828029725,35.653885233064166,8.385490640705783,47.03937587376995
0,2,10.816143661389972,3.0,71.52441366309264,71.60381623278994,57.70827000170267,0.07940256969729016,60.78767257139996
0,3,35.947208716170266,3.0,101.51115001773535,114.77337960894637,62.56394130156508,13.262229591211025,78.8261708927761
0,4,40.8345151097926,0.0,114.77337960894637,132.81152749020475,73.93886449915377,18.038147881258386,91.97701238041215
0,5,59.455769367233984,3.0,174.1251602213164,174.47111874098417,111.66939085408242,0.3459585196677495,115.01534937375017
0,6,62.93576087925898,0.0,174.47111874098417,179.1517310186863,111.53535786172519,4.680612277702132,116.21597013942733
0,7,71.9156408184709,0.0,179.1517310186863,183.96354878961134,107.23609020021539,4.811817770925047,112.04790797114043
0,8,82.94675862134271,0.0,183.96354878961134,188.2654740581663,101.01679016826863,4.301925268554958,105.31871543682358
0,9,87.54638960023811,0.0,188.2654740581663,202.3142092680815,100.71908445792818,14.048735209915199,114.76781966784337
0,10,90.48921261398633,0.0,202.3142092680815,225.78280448368218,111.82499665409517,23.468595215600686,135.29359186969586
0,11,104.69105802022497,0.0,225.78280448368218,228.89071082789357,121.09174646345721,3.107906344211382,124.1996528076686
0,12,109.03798709447126,0.0,228.89071082789357,250.35714303312608,119.85272373342231,21.466432205232515,141.31915593865483
0,13,111.18268116881322,0.0,250.35714303312608,257.06022495887436,139.17446186431286,6.703081925748267,145.87754379006114
0,14,113.47794338664404,0.0,257.06022495887436,257.3164742517233,143.58228157223033,0.2562492928489754,143.8385308650793
0,15,113.92340916801102,3.0,311.383259086116,327.4131871871285,194.45984991810502,16.029928101012487,213.48977801911752
0,16,119.22017760100348,0.0,327.4131871871285,335.1665424002204,208.19300958612504,7.753355213091876,215.94636479921692
0,17,123.3712653931552,0.0,335.1665424002204,336.06037215075844,211.7952770070652,0.893829750538013,212.6891067576032
0,18,126.2267475738289,0.0,336.06037215075844,337.08369070055744,209.83362457692954,1.0233185497990092,210.85694312672854
0,19,128.92043980549744,0.0,337.08369070055744,350.379487238192,208.16325089506,13.295796537634532,221.45904743269455
0,20,129.26897045933225,0.0,350.379487238192,350.50056914148735,221.11051677885973,0.12108190329534897,221.2315986821551
0,21,129.9462257403157,0.0,350.50056914148735,356.3548919956031,220.55434340117165,5.854322854115758,226.40866625528741
0,22,143.21067490278713,0.0,356.3548919956031,359.1559016261637,213.14421709281598,2.8010096305605963,215.94522672337658
0,23,143.2959606501422,0.0,359.1559016261637,375.2589768483263,215.8599409760215,16.10307522216262,231.96301619818414
0,24,144.59654879016279,3.0,404.97226829791236,406.69121491811933,257.3757195077496,1.7189466202069519,262.09466612795654
0,25,146.56789307359423,0.0,406.69121491811933,408.4807998891638,260.1233218445251,1.7895849710444467,261.91290681556956
0,26,148.64319484845964,0.0,408.4807998891638,421.2233204645274,259.83760504070415,12.742520575363594,272.58012561606773
0,27,149.8349632195486,0.0,421.2233204645274,444.75649550599775,271.3883572449788,23.533175041470393,294.9215322864492
0,28,154.72295233794284,0.0,444.75649550599775,498.54562068690177,290.0335431680549,53.78912518090404,343.8226683489589
0,29,155.1773360293452,0.0,498.54562068690177,504.8825182357399,343.36828465755656,6.336897548838123,349.7051822063947
0,30,159.1513841591355,0.0,504.8825182357399,510.31489618943317,345.7311340766044,5.432377953693255,351.1635120302977
0,31,175.88771861709057,0.0,510.31489618943317,510.47741508849174,334.4271775723426,0.16251889905859357,334.58969647140117
0,32,177.1312418071116,0.0,510.47741508849174,517.3728022537223,333.3461732813802,6.895387165230531,340.2415604466107
0,33,193.968449770289,3.0,636.9358132833777,647.9607597370874,439.9673635130887,11.024946453709783,453.9923099667985
0,34,211.22728705999097,0.0,647.9607597370874,677.4953029462133,436.7334726770964,29.5345432091259,466.2680158862223
0,35,215.42916985611694,0.0,677.4953029462133,679.5566091912638,462.0661330900964,2.0613062450504556,464.12743933514685
0,36,221.0380076026989,0.0,679.5566091912638,710.60543961647,458.5186015885648,31.048830425206237,489.56743201377105
0,37,223.79022179928018,0.0,710.60543961647,713.361931470542,486.8152178171898,2.756491854072023,489.57170967126183
0,38,231.61025075164784,0.0,713.361931470542,733.2611324448102,481.75168071889414,19.899200974268133,501.65088169316226
0,39,241.50700993785992,0.0,733.2611324448102,736.7134440904558,491.75412250695024,3.452311645645626,495.2064341525959
0,40,242.07269352403506,0.0,736.7134440904558,744.5566803147832,494.64075056642076,7.843236224327333,502.4839867907481
0,41,247.09661239682018,3.0,828.17764458586,832.9808607712812,578.0810321890398,4.8032161854212205,585.884248374461
0,42,248.7773402044393,0.0,832.9808607712812,853.1651558846402,584.2035205668419,20.18429511335896,604.3878156802009
0,43,256.56318457765155,0.0,853.1651558846402,856.8187612811415,596.6019713069886,3.653605396501303,600.25557670349
0,44,265.82119410720867,0.0,856.8187612811415,858.1403620750774,590.9975671739328,1.3216007939358714,592.3191679678687
0,45,272.5335806516824,0.0,858.1403620750774,863.4232687251663,585.606781423395,5.282906650088905,590.8896880734839
0,46,276.9148090899146,0.0,863.4232687251663,865.7222982302688,586.5084596352517,2.2990295051025966,588.8074891403543
