EndSimTime,10000.0
Number Of Queue,3
Size Of Queue,100
Mean InterArrival time per Queue,1.0,4.0,4.0,
Service Time,100.0
Network Switching Time,3.0
Scheduling Policy,RRP
Priority,5,2,1,

Queue 0

QueueID,PacketID,ArriveQ,nsTime,ArriveServer,DepartServer,WaitingTime,ServiceTime,ResponseTime
0,0,0.0,0.0,0.0,32.298075116238024,0.0,32.298075116238024,32.298075116238024
0,1,0.3927321614892189,0.0,32.298075116238024,127.24615600073946,31.905342954748807,94.94808088450144,126.85342383925024
0,2,0.4474841211708121,0.0,127.24615600073946,133.17008046911778,126.79867187956864,5.9239244683783125,132.72259634794696
0,3,1.3767683903431291,0.0,133.17008046911778,200.51900508321208,131.79331207877465,67.3489246140943,199.14223669286895
0,4,1.7599446400287388,0.0,200.51900508321208,359.78248526012084,198.75906044318333,159.26348017690876,358.02254062009206
0,5,3.616354823439061,3.0,584.6644765827893,637.4819479163697,578.0481217593502,52.817471333580336,633.8655930929306
0,6,4.926432630681934,0.0,637.4819479163697,654.6488027153445,632.5555152856878,17.166854798974793,649.7223700846625
0,7,5.139752564739507,0.0,654.6488027153445,679.8017571814224,649.5090501506049,25.152954466078015,674.6620046166829
0,8,5.4041607364844975,0.0,679.8017571814224,715.9644511494155,674.3975964449379,36.16269396799305,710.560290412931
0,9,9.603961032500063,0.0,715.9644511494155,732.1213910957797,706.3604901169155,16.15693994636427,722.5174300632797
0,10,10.145854510031652,3.0,1222.46993086573,1310.0739463079403,1209.3240763556985,87.60401544221034,1299.9280917979088
0,11,11.59673816473841,0.0,1310.0739463079403,1382.0905471999588,1298.477208143202,72.01660089201852,1370.4938090352205
0,12,11.762713093078043,0.0,1382.0905471999588,1648.2379783114027,1370.3278341068808,266.1474311114439,1636.4752652183247
0,13,13.27534395104396,0.0,1648.2379783114027,1710.9140575259783,1634.9626343603588,62.676079214575566,1697.6387135749344
0,14,13.720224424074507,0.0,1710.9140575259783,1791.5859786419385,1697.1938331019037,80.6719211159602,1777.865754217864
0,15,14.586463437987481,3.0,1967.4423957406234,1998.0346093750602,1949.855932302636,30.59221363443682,1983.4481459370727
0,16,17.153456577132573,0.0,1998.0346093750602,2026.3915536899583,1980.8811527979276,28.35694431489807,2009.2380971128257
0,17,19.75895348468132,0.0,2026.3915536899583,2209.169119254348,2006.632600205277,182.7775655643896,2189.4101657696665
0,18,20.009237575193634,0.0,2209.169119254348,2442.912313140905,2189.1598816791543,233.74319388655707,2422.9030755657113
0,19,21.543496721220915,0.0,2442.912313140905,2453.720975858768,2421.368816419684,10.808662717862658,2432.177479137547
0,20,22.21120161982791,3.0,2696.4828674965356,2721.3866695171437,2671.2716658767076,24.90380202060803,2699.1754678973157
0,21,22.33822747225958,0.0,2721.3866695171437,2898.66853626048,2699.0484420448843,177.28186674333617,2876.3303087882205
0,22,26.55280084778904,0.0,2898.66853626048,2914.1618633546827,2872.115735412691,15.49332709420276,2887.6090625068937
0,23,27.066930736223206,0.0,2914.1618633546827,2943.0547385467694,2887.0949326184596,28.892875192086546,2915.987807810546
0,24,28.510641943456868,0.0,2943.0547385467694,3041.59887373461,2914.5440966033125,98.54413518784064,3013.0882317911532
0,25,28.93891497178114,3.0,3430.5611585968636,3442.4963520901624,3398.6222436250823,11.93519349329872,3413.557437118381
0,26,30.726629664116132,0.0,3442.4963520901624,3477.0902099274836,3411.7697224260464,34.59385783732121,3446.3635802633676
0,27,31.01043387368219,0.0,3477.0902099274836,3518.5343964832787,3446.079776053801,41.44418655579516,3487.5239626095963
0,28,31.598665060248702,0.0,3518.5343964832787,3563.4850568245874,3486.93573142303,44.95066034130857,3531.886391764339
0,29,31.803371853704817,0.0,3563.4850568245874,3655.5761881534095,3531.6816849708825,92.09113132882185,3623.7728162997046
0,30,32.58979572674283,3.0,3908.4653760487868,3917.176501007892,3872.875580322044,8.711124959105172,3884.586705281149
0,31,33.059262302886275,0.0,3917.176501007892,4124.936273490807,3884.117238705006,207.75977248291508,4091.877011187921
0,32,33.46721705710121,0.0,4124.936273490807,4152.638063838542,4091.469056433706,27.70179034773484,4119.170846781441
0,33,34.54430891701496,0.0,4152.638063838542,4452.914494186791,4118.093754921527,300.2764303482491,4418.370185269776
0,34,35.810186495695085,0.0,4452.914494186791,4627.021622615558,4417.1043076910955,174.10712842876686,4591.211436119863
0,35,36.6018472234382,3.0,4859.994787321896,4920.641205249597,4820.392940098458,60.64641792770126,4884.039358026159
0,36,36.63999598066526,0.0,4920.641205249597,5038.42913566724,4884.001209268932,117.78793041764281,5001.789139686575
0,37,36.96376415239777,0.0,5038.42913566724,5107.17004590972,5001.465371514842,68.74091024247979,5070.206281757322
0,38,37.96137049533673,0.0,5107.17004590972,5158.833039014756,5069.208675414383,51.6629931050357,5120.871668519419
0,39,38.9523760609276,0.0,5158.833039014756,5337.993643103981,5119.8806629538285,179.16060408922576,5299.041267043054
0,40,38.98759182413072,3.0,5764.208636984172,5911.020713595204,5722.221045160041,146.812076611032,5872.033121771074
0,41,40.67313996759495,0.0,5911.020713595204,5960.604377144224,5870.34757362761,49.58366354901955,5919.931237176629
0,42,41.43127659278253,0.0,5960.604377144224,6151.167802532249,5919.173100551441,190.5634253880253,6109.736525939466
0,43,42.66835607847782,0.0,6151.167802532249,6381.8963618583075,6108.499446453771,230.72855932605847,6339.22800577983
0,44,44.52390348049804,0.0,6381.8963618583075,6549.635688403973,6337.372458377809,167.73932654566582,6505.111784923475
0,45,47.93463419380228,3.0,6678.021968307497,6830.190422934224,6627.087334113695,152.16845462672694,6782.255788740422
